cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
cord_uid_000464,sha_000001d0,WHO,Elderly Outbreak: A long-term effects Study,10.1000/000464,PMC0000464,,cc-by,This study investigates mortality in relation to long-term effects. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 4298 patients.,2022-05-17,"Gonzalez, L.; Jackson, R.; Martin, S.; Rodriguez, H.; Lopez, K.",BMJ,mag_00000464,cov_000464,,,,https://example.com/paper/464,s2_00000464
cord_uid_000465,,Custom,Ventilator Elderly Asymptomatic: A epidemiology Study,10.1000/000465,,781865,cc0,This study investigates outbreak in relation to epidemiology. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 2903 patients.,2022-10-05,"Davis, G.; Anderson, N.; Rodriguez, H.; Johnson, A.; Jackson, R.",Emerging Infectious Diseases,,cov_000465,,pdf_000465.json,,https://example.com/paper/465,
cord_uid_000466,sha_000001d2,PMC,Outbreak Ventilator Antibody: A cardiovascular Study,,PMC0000466,429733,cc0,This study investigates vaccine in relation to cardiovascular. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 3753 patients.,2020-01-26,"Moore, Q.; Martinez, I.; Hernandez, J.",Nature Medicine,,cov_000466,,pdf_000466.json,,,
cord_uid_000467,sha_000001d3,PubMed,Mortality Hospitalization Transmission: A gastrointestinal Study,10.1000/000467,PMC0000467,597452,cc-by,,2020-10-26,"Hernandez, J.",Virology,,,,pdf_000467.json,pmc_000467.json,https://example.com/paper/467,
cord_uid_000468,sha_000001d4,PubMed,Hospitalization: A prognosis Study,,,,cc-by-nc,This study investigates coronavirus in relation to prognosis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 820 patients.,2022-03-02,"Rodriguez, H.; Smith, J.; Johnson, A.; Moore, Q.; Lopez, K.",Virology,,,,,,https://example.com/paper/468,
cord_uid_000469,sha_000001d5,Custom,Variant Comorbidity Transmission: A dermatological Study,10.1000/000469,PMC0000469,405587,cc0,,2020-10-12,"Anderson, N.; Smith, J.",BMJ,mag_00000469,,,,,,s2_00000469
cord_uid_000470,sha_000001d6,PMC,Elderly Immunity: A neurological Study,,PMC0000470,603760,cc0,This study investigates testing in relation to neurological. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 4592 patients.,2021-10-21,"Hernandez, J.",Virology,mag_00000470,,,,,https://example.com/paper/470,
cord_uid_000471,sha_000001d7,PubMed,Mortality Social Distancing Asymptomatic: A pathogenesis Study,10.1000/000471,PMC0000471,401144,cc0,This study investigates testing in relation to pathogenesis. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 3542 patients.,2022-12-23,"Wilson, M.; Gonzalez, L.; Williams, B.; Thomas, O.",Cell,mag_00000471,,,pdf_000471.json,pmc_000471.json,https://example.com/paper/471,
cord_uid_000472,sha_000001d8,Custom,Sars-Cov-2 Elderly Covid-19: A clinical trial Study,,PMC0000472,847016,cc-by-nc,This study investigates social distancing in relation to clinical trial. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 2931 patients.,2021-09-03,"Johnson, A.; Wilson, M.; Taylor, P.; Moore, Q.; Garcia, E.",Science,mag_00000472,,,pdf_000472.json,,,s2_00000472
cord_uid_000473,,PMC,Covid-19 Hospitalization: A respiratory Study,10.1000/000473,PMC0000473,756608,cc-by-nc,This study investigates asymptomatic in relation to respiratory. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 1920 patients.,2020-07-26,"Gonzalez, L.; Johnson, A.; Jones, D.",NEJM,mag_00000473,,arXiv:2013.1167,,,,s2_00000473
cord_uid_000474,sha_000001da,PubMed,Outbreak Covid-19: A respiratory Study,,,368958,custom,This study investigates immunity in relation to respiratory. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 3729 patients.,2022-08-26,"Davis, G.; Williams, B.",JAMA,mag_00000474,,,,,https://example.com/paper/474,s2_00000474
cord_uid_000475,sha_000001db,PubMed,Ventilator Mortality Vaccine: A recovery Study,10.1000/000475,,559390,cc-by,This study investigates SARS-CoV-2 in relation to recovery. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 945 patients.,2020-05-26,"Davis, G.",Scientific Reports,mag_00000475,,arXiv:2006.4447,pdf_000475.json,,,
cord_uid_000476,sha_000001dc,PMC,Variant: A complications Study,10.1000/000476,PMC0000476,,cc-by,This study investigates mortality in relation to complications. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 3255 patients.,2021-04-27,"Jones, D.; Martinez, I.; Taylor, P.; Williams, B.",Nature Medicine,mag_00000476,,,pdf_000476.json,,https://example.com/paper/476,
cord_uid_000477,,PubMed,Outbreak: A cardiovascular Study,,,998632,cc-by,This study investigates transmission in relation to cardiovascular. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 3084 patients.,2022-11-29,,Journal of Medical Virology,mag_00000477,,,pdf_000477.json,pmc_000477.json,https://example.com/paper/477,s2_00000477
cord_uid_000478,,CDC,Outbreak Immunity Testing: A dermatological Study,10.1000/000478,,369705,cc-by,This study investigates hospitalization in relation to dermatological. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 2098 patients.,2021-07-01,"Anderson, N.; Thomas, O.; Jones, D.",BMJ,mag_00000478,,,,,https://example.com/paper/478,s2_00000478
cord_uid_000479,sha_000001df,WHO,Variant: A treatment Study,10.1000/000479,,,cc-by,This study investigates immunity in relation to treatment. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 3823 patients.,2022-03-03,"Anderson, N.; Gonzalez, L.; Martin, S.; Lopez, K.",Virology,mag_00000479,cov_000479,,,pmc_000479.json,https://example.com/paper/479,
cord_uid_000480,,PMC,Immunity: A pathogenesis Study,10.1000/000480,PMC0000480,,custom,This study investigates ventilator in relation to pathogenesis. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 3755 patients.,2021-08-20,"Martin, S.; Wilson, M.; Johnson, A.",Nature,mag_00000480,,,,pmc_000480.json,https://example.com/paper/480,
cord_uid_000481,sha_000001e1,PubMed,Mortality Vaccine Antibody: A prognosis Study,,PMC0000481,474023,cc-by,,2022-03-03,,Clinical Infectious Diseases,,,arXiv:2011.6169,,pmc_000481.json,https://example.com/paper/481,s2_00000481
cord_uid_000482,,PMC,Pandemic Elderly: A pathogenesis Study,10.1000/000482,PMC0000482,,custom,This study investigates vaccine in relation to pathogenesis. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 1020 patients.,2021-07-16,"Martin, S.; Wilson, M.; Garcia, E.; Thomas, O.; Rodriguez, H.",Scientific Reports,,,,pdf_000482.json,pmc_000482.json,https://example.com/paper/482,
cord_uid_000483,,Custom,Covid-19 Ventilator: A respiratory Study,10.1000/000483,PMC0000483,765030,cc-by-nc,This study investigates comorbidity in relation to respiratory. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 746 patients.,2020-12-07,"Williams, B.; Garcia, E.; Jones, D.",JAMA,mag_00000483,cov_000483,,pdf_000483.json,pmc_000483.json,,s2_00000483
cord_uid_000484,sha_000001e4,PMC,Variant: A gastrointestinal Study,10.1000/000484,,788592,custom,This study investigates lockdown in relation to gastrointestinal. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 2345 patients.,2022-04-04,"Smith, J.; Thomas, O.; Hernandez, J.; Garcia, E.; Johnson, A.",Lancet Infectious Diseases,,,,pdf_000484.json,,https://example.com/paper/484,
cord_uid_000485,sha_000001e5,CDC,Ventilator: A risk factors Study,10.1000/000485,,,cc0,This study investigates immunity in relation to risk factors. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 2264 patients.,2022-01-18,"Hernandez, J.; Lopez, K.; Taylor, P.; Wilson, M.",Emerging Infectious Diseases,,,arXiv:2010.9336,pdf_000485.json,,,s2_00000485
cord_uid_000486,sha_000001e6,PubMed,Transmission: A prognosis Study,10.1000/000486,,583145,cc-by-nc,This study investigates coronavirus in relation to prognosis. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 1991 patients.,2021-04-11,"Williams, B.",Journal of Medical Virology,mag_00000486,,,,pmc_000486.json,https://example.com/paper/486,
cord_uid_000487,sha_000001e7,PMC,Antibody: A neurological Study,10.1000/000487,PMC0000487,164242,custom,This study investigates hospitalization in relation to neurological. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 700 patients.,2020-06-05,"Hernandez, J.; Taylor, P.; Miller, F.; Thomas, O.",The Lancet,mag_00000487,,arXiv:2008.3357,pdf_000487.json,,,
cord_uid_000488,,CDC,Transmission: A gastrointestinal Study,,PMC0000488,395120,cc-by,This study investigates asymptomatic in relation to gastrointestinal. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 3283 patients.,2020-05-04,"Martinez, I.; Wilson, M.; Taylor, P.; Martin, S.; Miller, F.",Science,,,arXiv:2001.8046,,pmc_000488.json,https://example.com/paper/488,
cord_uid_000489,sha_000001e9,CDC,Comorbidity Variant: A cardiovascular Study,10.1000/000489,PMC0000489,,cc-by,This study investigates outbreak in relation to cardiovascular. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 4712 patients.,2020-05-29,"Hernandez, J.; Anderson, N.; Lopez, K.",Nature,mag_00000489,,arXiv:2010.7606,,pmc_000489.json,https://example.com/paper/489,
cord_uid_000490,,PMC,Covid-19 Vaccine: A neurological Study,10.1000/000490,,122733,custom,This study investigates asymptomatic in relation to neurological. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 1273 patients.,2022-01-28,"Lopez, K.; Smith, J.; Wilson, M.; Garcia, E.",PLOS ONE,,cov_000490,arXiv:2008.4731,,,https://example.com/paper/490,
cord_uid_000491,sha_000001eb,PMC,Sars-Cov-2 Variant: A epidemiology Study,,PMC0000491,549836,cc0,This study investigates coronavirus in relation to epidemiology. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 3955 patients.,2020-10-23,,Nature Medicine,,,,pdf_000491.json,pmc_000491.json,,s2_00000491
cord_uid_000492,sha_000001ec,WHO,Testing: A prognosis Study,,,763414,cc-by,This study investigates antibody in relation to prognosis. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 2722 patients.,2020-04-08,"Hernandez, J.; Thomas, O.",Clinical Infectious Diseases,mag_00000492,,arXiv:2015.8696,pdf_000492.json,,https://example.com/paper/492,
cord_uid_000493,,CDC,Asymptomatic Coronavirus Icu: A complications Study,,PMC0000493,,cc-by,This study investigates testing in relation to complications. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 2229 patients.,2020-09-29,"Anderson, N.",NEJM,mag_00000493,,arXiv:2015.3394,pdf_000493.json,pmc_000493.json,https://example.com/paper/493,
cord_uid_000494,sha_000001ee,Custom,Mortality: A dermatological Study,10.1000/000494,PMC0000494,,cc-by-nc,This study investigates outbreak in relation to dermatological. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 2471 patients.,2022-12-03,"Miller, F.",NEJM,,,,pdf_000494.json,,https://example.com/paper/494,s2_00000494
cord_uid_000495,,Custom,Immunity Elderly: A pathogenesis Study,10.1000/000495,,679417,custom,This study investigates outbreak in relation to pathogenesis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 932 patients.,2020-09-28,"Anderson, N.; Rodriguez, H.; Miller, F.",BMJ,,cov_000495,,,,,
cord_uid_000496,,PubMed,Social Distancing Asymptomatic Sars-Cov-2: A dermatological Study,10.1000/000496,PMC0000496,532686,cc-by-nc,This study investigates ICU in relation to dermatological. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 1130 patients.,2020-02-09,"Williams, B.; Martin, S.; Jones, D.; Moore, Q.",Journal of Medical Virology,,,,,pmc_000496.json,https://example.com/paper/496,
cord_uid_000497,,PubMed,Testing: A pathogenesis Study,,,,cc-by,,2020-06-01,"Moore, Q.",Virology,,,,pdf_000497.json,,https://example.com/paper/497,
cord_uid_000498,sha_000001f2,PubMed,Antibody Elderly Coronavirus: A clinical trial Study,10.1000/000498,PMC0000498,259651,cc0,This study investigates mortality in relation to clinical trial. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 1760 patients.,2020-01-18,"Jackson, R.; Thomas, O.",Emerging Infectious Diseases,mag_00000498,,,,,https://example.com/paper/498,s2_00000498
cord_uid_000499,sha_000001f3,PMC,Mortality Asymptomatic: A dermatological Study,10.1000/000499,PMC0000499,,cc-by-nc,This study investigates lockdown in relation to dermatological. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 2387 patients.,2021-05-08,,Virology,mag_00000499,,,,,https://example.com/paper/499,
cord_uid_000500,sha_000001f4,WHO,Icu: A clinical trial Study,10.1000/000500,PMC0000500,933621,cc-by,This study investigates social distancing in relation to clinical trial. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 1532 patients.,2021-04-30,"Miller, F.; Thomas, O.; Gonzalez, L.",Science,mag_00000500,cov_000500,arXiv:2019.1819,pdf_000500.json,pmc_000500.json,https://example.com/paper/500,
cord_uid_000501,,PubMed,Comorbidity Transmission Pandemic: A clinical trial Study,,PMC0000501,939444,cc-by,This study investigates variant in relation to clinical trial. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 1612 patients.,2022-01-20,,Science,mag_00000501,cov_000501,,,pmc_000501.json,https://example.com/paper/501,
cord_uid_000502,sha_000001f6,CDC,Hospitalization Testing Elderly: A diagnosis Study,10.1000/000502,PMC0000502,704777,cc0,This study investigates lockdown in relation to diagnosis. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 4663 patients.,2020-05-25,,Lancet Infectious Diseases,,cov_000502,,,,https://example.com/paper/502,
cord_uid_000503,sha_000001f7,WHO,Hospitalization: A cardiovascular Study,10.1000/000503,,489307,cc-by,This study investigates testing in relation to cardiovascular. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 411 patients.,2021-06-09,"Wilson, M.; Moore, Q.; Thomas, O.; Davis, G.; Johnson, A.",BMJ,mag_00000503,,,,,,
cord_uid_000504,,Custom,Elderly Antibody Variant: A risk factors Study,10.1000/000504,PMC0000504,727879,cc-by-nc,This study investigates coronavirus in relation to risk factors. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 1177 patients.,2022-09-08,"Lopez, K.; Anderson, N.; Jackson, R.",Cell,mag_00000504,cov_000504,arXiv:2018.3285,pdf_000504.json,pmc_000504.json,https://example.com/paper/504,
cord_uid_000505,,Custom,Icu: A recovery Study,10.1000/000505,,,cc-by-nc,This study investigates SARS-CoV-2 in relation to recovery. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 4764 patients.,2022-04-07,"Rodriguez, H.",Cell,mag_00000505,,arXiv:2007.6752,pdf_000505.json,,https://example.com/paper/505,
cord_uid_000506,,PMC,Mortality: A cardiovascular Study,10.1000/000506,PMC0000506,,cc0,This study investigates COVID-19 in relation to cardiovascular. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 4106 patients.,2022-06-17,"Williams, B.; Martinez, I.",Nature,,,arXiv:2021.2168,,,,s2_00000506
cord_uid_000507,sha_000001fb,Custom,Outbreak: A diagnosis Study,10.1000/000507,,,custom,This study investigates asymptomatic in relation to diagnosis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 1757 patients.,2022-03-05,"Wilson, M.; Jackson, R.; Thomas, O.",Virology,mag_00000507,cov_000507,,,,https://example.com/paper/507,s2_00000507
cord_uid_000508,sha_000001fc,CDC,Immunity: A clinical trial Study,,,996157,custom,This study investigates ventilator in relation to clinical trial. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 2115 patients.,2022-08-31,"Williams, B.; Martin, S.; Davis, G.; Brown, C.; Anderson, N.",NEJM,mag_00000508,,,,,,
cord_uid_000509,sha_000001fd,CDC,Transmission Testing Lockdown: A cardiovascular Study,,PMC0000509,820169,cc-by,This study investigates comorbidity in relation to cardiovascular. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 449 patients.,2020-04-20,"Jackson, R.; Brown, C.; Taylor, P.",Virology,,,,,pmc_000509.json,https://example.com/paper/509,
cord_uid_000510,sha_000001fe,PMC,Social Distancing: A pathogenesis Study,10.1000/000510,PMC0000510,832871,custom,This study investigates hospitalization in relation to pathogenesis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 4830 patients.,2022-01-10,"Davis, G.; Anderson, N.; Brown, C.; Moore, Q.",Nature,mag_00000510,cov_000510,,,,,
cord_uid_000511,sha_000001ff,PubMed,Coronavirus: A epidemiology Study,10.1000/000511,PMC0000511,375782,custom,This study investigates lockdown in relation to epidemiology. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 3938 patients.,2022-04-13,"Taylor, P.; Davis, G.; Jones, D.; Brown, C.",Science,mag_00000511,,,,,,
cord_uid_000512,sha_00000200,WHO,Variant: A clinical trial Study,10.1000/000512,PMC0000512,,custom,This study investigates ICU in relation to clinical trial. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 4347 patients.,2022-02-08,"Jackson, R.; Taylor, P.; Smith, J.",Scientific Reports,,,,pdf_000512.json,,https://example.com/paper/512,
cord_uid_000513,sha_00000201,PubMed,Vaccine Coronavirus Ventilator: A recovery Study,10.1000/000513,,491834,custom,This study investigates coronavirus in relation to recovery. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 2073 patients.,2020-08-17,,Scientific Reports,mag_00000513,cov_000513,,,,https://example.com/paper/513,s2_00000513
cord_uid_000514,sha_00000202,PubMed,Outbreak: A recovery Study,10.1000/000514,PMC0000514,661293,cc-by-nc,This study investigates social distancing in relation to recovery. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 3595 patients.,2020-10-18,"Smith, J.; Wilson, M.; Williams, B.; Moore, Q.; Jones, D.",Emerging Infectious Diseases,,cov_000514,,,pmc_000514.json,https://example.com/paper/514,s2_00000514
cord_uid_000515,sha_00000203,Custom,Asymptomatic Coronavirus: A cardiovascular Study,10.1000/000515,PMC0000515,421228,cc-by,This study investigates ventilator in relation to cardiovascular. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 4285 patients.,2020-09-07,"Williams, B.; Rodriguez, H.; Jackson, R.; Moore, Q.; Martinez, I.",Virology,,,,,,,s2_00000515
cord_uid_000516,sha_00000204,WHO,Social Distancing Mortality Variant: A cardiovascular Study,10.1000/000516,,621095,cc-by-nc,This study investigates elderly in relation to cardiovascular. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 1724 patients.,2020-09-11,"Jackson, R.; Taylor, P.; Garcia, E.; Brown, C.",NEJM,,cov_000516,arXiv:2014.9804,,,,
cord_uid_000517,sha_00000205,PubMed,Immunity Covid-19 Coronavirus: A treatment Study,,PMC0000517,246514,cc-by,This study investigates lockdown in relation to treatment. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 4560 patients.,2022-01-10,"Rodriguez, H.; Taylor, P.; Wilson, M.; Miller, F.; Martin, S.",Science,,cov_000517,,pdf_000517.json,,https://example.com/paper/517,
cord_uid_000518,sha_00000206,CDC,Antibody Mortality Sars-Cov-2: A dermatological Study,10.1000/000518,PMC0000518,347843,cc-by,This study investigates comorbidity in relation to dermatological. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 962 patients.,2020-06-14,"Martin, S.; Rodriguez, H.; Martinez, I.",Nature,mag_00000518,,,pdf_000518.json,pmc_000518.json,,s2_00000518
cord_uid_000519,,CDC,Comorbidity: A cardiovascular Study,,,,cc-by,This study investigates outbreak in relation to cardiovascular. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 1070 patients.,2020-10-24,"Davis, G.",Lancet Infectious Diseases,,,,,,,
cord_uid_000520,sha_00000208,Custom,Vaccine Immunity: A gastrointestinal Study,10.1000/000520,PMC0000520,,cc-by,This study investigates outbreak in relation to gastrointestinal. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 4484 patients.,2022-05-28,,Clinical Infectious Diseases,,cov_000520,,,,,
cord_uid_000521,sha_00000209,PMC,Social Distancing: A dermatological Study,,PMC0000521,121489,custom,This study investigates hospitalization in relation to dermatological. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 3897 patients.,2021-06-14,"Jackson, R.",PLOS ONE,mag_00000521,cov_000521,,,,,s2_00000521
cord_uid_000522,,PMC,Transmission: A treatment Study,10.1000/000522,,,cc-by-nc,,2022-08-07,"Miller, F.; Johnson, A.; Gonzalez, L.; Lopez, K.; Jackson, R.",Scientific Reports,,,,pdf_000522.json,,https://example.com/paper/522,
cord_uid_000523,,PMC,Coronavirus: A long-term effects Study,10.1000/000523,,,cc-by,This study investigates SARS-CoV-2 in relation to long-term effects. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 1491 patients.,2020-04-15,"Moore, Q.; Thomas, O.; Wilson, M.",Cell,,,,pdf_000523.json,,https://example.com/paper/523,
cord_uid_000524,sha_0000020c,PMC,Transmission Lockdown: A recovery Study,10.1000/000524,PMC0000524,577043,cc-by,This study investigates COVID-19 in relation to recovery. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 515 patients.,2019-12-18,"Jones, D.; Garcia, E.; Johnson, A.; Thomas, O.",Clinical Infectious Diseases,,,,pdf_000524.json,,,
cord_uid_000525,sha_0000020d,WHO,Ventilator Immunity Elderly: A recovery Study,10.1000/000525,PMC0000525,,cc-by-nc,This study investigates immunity in relation to recovery. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 4307 patients.,2022-07-01,"Martin, S.; Jackson, R.; Gonzalez, L.",Virology,,,,,,,
cord_uid_000526,,PubMed,Antibody: A neurological Study,10.1000/000526,PMC0000526,314635,custom,This study investigates vaccine in relation to neurological. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 1195 patients.,2020-01-02,"Gonzalez, L.; Davis, G.; Jones, D.",The Lancet,,,arXiv:2020.2659,,,https://example.com/paper/526,
cord_uid_000527,sha_0000020f,PubMed,Outbreak: A diagnosis Study,,PMC0000527,,cc-by-nc,This study investigates variant in relation to diagnosis. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 3958 patients.,2022-05-06,"Thomas, O.",Nature,,,,,,https://example.com/paper/527,
cord_uid_000528,sha_00000210,PubMed,Variant Sars-Cov-2: A neurological Study,10.1000/000528,PMC0000528,766060,cc-by-nc,This study investigates ICU in relation to neurological. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 3641 patients.,2021-09-29,"Wilson, M.; Taylor, P.; Johnson, A.; Jackson, R.",The Lancet,,cov_000528,,,,,
cord_uid_000529,sha_00000211,PMC,Antibody: A long-term effects Study,,PMC0000529,805284,custom,This study investigates mortality in relation to long-term effects. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 3547 patients.,2020-08-29,"Jackson, R.; Rodriguez, H.; Miller, F.; Smith, J.; Williams, B.",Science,,,arXiv:2019.7096,pdf_000529.json,pmc_000529.json,,
cord_uid_000530,sha_00000212,WHO,Asymptomatic Icu Vaccine: A respiratory Study,10.1000/000530,PMC0000530,414931,cc-by-nc,This study investigates comorbidity in relation to respiratory. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 2335 patients.,2021-10-08,"Davis, G.; Martin, S.; Smith, J.; Wilson, M.; Thomas, O.",Science,mag_00000530,,arXiv:2007.5075,,,,
cord_uid_000531,,PubMed,Immunity Antibody: A long-term effects Study,10.1000/000531,PMC0000531,132081,cc-by-nc,This study investigates asymptomatic in relation to long-term effects. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 2036 patients.,2021-12-13,"Martin, S.; Thomas, O.",BMJ,,,arXiv:2015.7493,,,https://example.com/paper/531,
cord_uid_000532,,PMC,Transmission Asymptomatic: A long-term effects Study,10.1000/000532,PMC0000532,153852,cc0,This study investigates immunity in relation to long-term effects. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 722 patients.,2020-11-02,"Smith, J.",Scientific Reports,,,arXiv:2011.6853,pdf_000532.json,,,
cord_uid_000533,sha_00000215,PubMed,Comorbidity: A epidemiology Study,,PMC0000533,,custom,This study investigates SARS-CoV-2 in relation to epidemiology. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 1624 patients.,2020-06-22,"Gonzalez, L.; Thomas, O.",Nature Medicine,mag_00000533,,,,,,
cord_uid_000534,sha_00000216,WHO,Transmission Ventilator: A neurological Study,10.1000/000534,,,cc0,This study investigates testing in relation to neurological. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 2560 patients.,2022-02-13,"Gonzalez, L.; Wilson, M.; Davis, G.",The Lancet,,,,,pmc_000534.json,https://example.com/paper/534,
cord_uid_000535,,WHO,Antibody Pandemic: A dermatological Study,,PMC0000535,,cc-by,This study investigates elderly in relation to dermatological. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 2528 patients.,2022-08-13,"Thomas, O.; Johnson, A.",Virology,,,,pdf_000535.json,,,
cord_uid_000536,,PMC,Asymptomatic Comorbidity Transmission: A clinical trial Study,10.1000/000536,,,cc0,This study investigates transmission in relation to clinical trial. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 813 patients.,2022-04-13,"Hernandez, J.; Jones, D.; Johnson, A.; Jackson, R.",Lancet Infectious Diseases,,,,,,https://example.com/paper/536,s2_00000536
cord_uid_000537,sha_00000219,Custom,Vaccine: A prognosis Study,,,757501,cc0,This study investigates ICU in relation to prognosis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 3250 patients.,2021-01-17,"Jackson, R.; Miller, F.; Wilson, M.; Johnson, A.; Anderson, N.",Scientific Reports,mag_00000537,,,pdf_000537.json,,https://example.com/paper/537,s2_00000537
cord_uid_000538,sha_0000021a,Custom,Lockdown Social Distancing: A dermatological Study,10.1000/000538,,,cc0,This study investigates SARS-CoV-2 in relation to dermatological. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 4797 patients.,2021-03-01,"Gonzalez, L.; Rodriguez, H.; Smith, J.",Journal of Medical Virology,mag_00000538,,arXiv:2013.1267,,pmc_000538.json,https://example.com/paper/538,s2_00000538
cord_uid_000539,sha_0000021b,PubMed,Sars-Cov-2 Ventilator Mortality: A recovery Study,10.1000/000539,,,cc-by-nc,This study investigates elderly in relation to recovery. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 1973 patients.,2021-08-19,"Moore, Q.; Hernandez, J.; Garcia, E.; Miller, F.",The Lancet,mag_00000539,,,pdf_000539.json,,,
